Panc1	BXPC3	MIAPaCa2	HS766T	HPAFII	AVG	MULT	ID	name	Index
4.291781789	-0.222556897	-0.222556897	-0.222556897	-0.222556897	0.68031084	0.010529357	730314	MASTL Facilitates Mitotic Progression	1800
4.110164054	-0.226824501	4.110164054	12.78414117	-0.226824501	4.110164054	11.11142608	161007	CHL1 interactions	1100
4.038109485	-0.44593858	-2.687962613	-2.687962613	4.038109485	0.450871033	52.53850053	137993	Calcineurin-regulated NFAT-dependent transcription in lymphocytes	908
3.932432536	-0.239688345	3.932432536	12.2766743	-0.239688345	3.932432536	10.90679442	161009	NrCAM interactions	1102
3.922205041	-0.239064962	-0.239064962	-0.239064962	-0.239064962	0.593189039	0.012811324	105830	Phosphorylation of the APC/C	289
3.728147837	-0.684557722	0.786344131	-0.684557722	0.786344131	0.786344131	1.080285565	187196	Factors involved in megakaryocyte development and platelet production	1228
3.593214677	-0.26257959	-0.26257959	-0.26257959	-0.26257959	0.508579264	0.01708154	198835	Hedgehog Signaling Pathway	1336
3.547402639	1.524361499	3.547402639	-0.498679641	-0.498679641	1.524361499	4.770371666	105810	Loss of proteins required for interphase microtubule organizationÂ from the centrosome	271
3.547402639	1.524361499	3.547402639	-0.498679641	-0.498679641	1.524361499	4.770371666	105811	Loss of Nlp from mitotic centrosomes	272
3.505269792	1.501456957	-0.502355878	1.501456957	1.501456957	1.501456957	5.96034774	169345	Notch signaling pathway	1161
3.4813967	-0.265465163	3.4813967	-0.265465163	-0.265465163	1.233279582	0.22674078	106158	HDL-mediated lipid transport	503
3.446291297	0.658988147	2.052639722	-0.734663428	-0.734663428	0.937718462	2.516049363	160941	Mitotic G1-G1/S phases	1051
3.433114728	3.433114728	3.433114728	-0.266561686	-0.266561686	1.953244163	2.87514931	105832	APC/C:Cdc20 mediated degradation of Cyclin B	291
3.353377385	-0.275818919	-0.275818919	-0.275818919	-0.275818919	0.450020342	0.019407904	105814	Golgi Cisternae Pericentriolar Stack Reorganization	275
3.350170166	-0.274182261	-0.274182261	-0.274182261	-0.274182261	0.450688224	0.018933211	106157	Chylomicron-mediated lipid transport	502
3.3051108	3.3051108	-0.280774846	-0.280774846	-0.280774846	1.153579412	0.241794624	105895	Fanconi Anemia pathway	326
3.074352757	-0.295354874	-0.295354874	-0.295354874	-0.295354874	0.378586652	0.023395389	105802	Cyclin A/B1 associated events during G2/M transition	266
2.883135562	-0.579882349	-0.579882349	-2.311391305	2.883135562	0.459023024	6.460756609	138073	C-MYB transcription factor network	982
2.721064604	-0.326210836	-0.326210836	-0.326210836	2.721064604	0.89269934	0.257023513	137929	IL27-mediated signaling events	850
2.63414443	-0.342626312	-0.342626312	-0.342626312	2.63414443	0.848081985	0.27908809	198846	Selenium Metabolism and Selenoproteins	1346
2.519075875	-0.351502297	2.519075875	-0.351502297	-0.351502297	0.796728972	0.27559225	137925	Aurora A signaling	846
2.499287471	-0.638845399	-2.207911834	-0.638845399	0.930221036	-0.011218825	2.094959534	672460	Neural Crest Differentiation	1746
2.481142578	-0.358830613	2.481142578	8.161088959	-0.358830613	2.481142578	6.468901349	161005	Interaction between L1 and Ankyrins	1098
2.450268213	-0.353884011	2.450268213	-0.353884011	2.450268213	1.328607324	1.842310211	106262	Striated Muscle Contraction	562
2.441570765	3.993301526	0.889840005	-2.213621517	0.889840005	1.200186157	17.08947184	198811	Cell cycle	1313
2.408450667	-0.367221417	-0.367221417	-0.367221417	2.408450667	0.743047417	0.287249654	169354	Noncanonical Wnt signaling pathway	1170
2.406550474	-0.358963746	2.406550474	-0.358963746	-0.358963746	0.747241942	0.267880879	106156	Lipoprotein metabolism	501
2.374613246	-0.36395583	-0.36395583	-5.841093982	-0.36395583	-0.911669645	0.66870277	198785	Vitamin A and carotenoid metabolism	1288
2.358055349	-0.367075067	-0.367075067	-0.367075067	-0.367075067	0.177951016	0.042812791	105778	E2F mediated regulation of DNA replication	246
2.352765247	-0.370500274	-0.370500274	-0.370500274	-0.370500274	0.17415283	0.044333573	833803	Nuclear Pore Complex (NPC) Disassembly	1898
2.254102925	-0.37904108	-3.012185085	-3.012185085	2.254102925	-0.37904108	17.47419078	83112	Thyroid cancer	151
2.237556857	2.237556857	-0.381613056	-0.381613056	-0.381613056	0.666054909	0.278238891	377262	Fanconi anemia pathway	1463
2.132674116	-0.391798086	-0.391798086	-0.391798086	-0.391798086	0.113096355	0.050254359	576261	Mitochondrial Protein Import	1636
2.052179856	-0.404637881	2.052179856	-0.404637881	-0.404637881	0.578089213	0.279016865	198903	Striated Muscle Contraction	1402
2.045874638	-0.413404888	2.045874638	-0.413404888	-0.413404888	0.570306922	0.295722834	771570	Nuclear Envelope Breakdown	1838
1.993811113	-0.418105796	1.993811113	4.405728022	1.993811113	1.993811113	14.60010262	198802	Heart Development	1304
1.987086015	-0.413356139	-0.413356139	-0.413356139	6.787970322	1.506997584	0.952642115	198887	Nuclear receptors in lipid metabolism and toxicity	1386
1.942911318	-0.421734599	-0.421734599	-0.421734599	-0.421734599	0.051194584	0.061462456	105750	G2/M Checkpoints	232
1.928691021	3.271276397	1.928691021	-0.75647973	-0.75647973	1.123139796	6.963653423	83054	Cell cycle	93
1.818181723	-0.446477582	-0.446477582	-0.446477582	-0.446477582	0.006454279	0.072249678	83062	Notch signaling pathway	101
1.810419138	-0.446820608	-0.446820608	-0.446820608	-0.446820608	0.004627341	0.072162557	198891	Notch Signaling Pathway	1390
1.794318086	-2.676666991	-0.441174452	-2.676666991	-2.676666991	-1.335371468	15.1807357	106111	Lipid digestion, mobilization, and transport	479
1.695334097	-0.468599909	-0.468599909	1.695334097	1.695334097	0.829760494	1.069966769	198907	Energy Metabolism	1405
1.66854664	-0.473636747	-0.473636747	-0.473636747	-0.473636747	-0.045200069	0.083969179	941401	Condensation of Prophase Chromosomes	2005
1.618791554	1.618791554	-0.477409875	-0.477409875	-0.477409875	0.361070696	0.285138627	138036	FoxO family signaling	947
1.609895835	-0.483188524	1.609895835	-0.483188524	-0.483188524	0.354045219	0.292378469	477134	Meiotic Synapsis	1530
1.603358362	-0.483532647	-0.483532647	-0.483532647	-0.483532647	-0.066154445	0.087646345	771568	Stimuli-sensing channels	1836
1.602907261	-0.487068958	-0.487068958	-0.487068958	1.602907261	0.34892153	0.296884926	198848	Nuclear Receptors	1348
1.524211133	-0.496886968	1.524211133	-0.496886968	-2.51798507	-0.092667348	1.444304031	106261	Muscle contraction	561
1.482688877	1.482688877	1.482688877	-0.504297021	-0.504297021	0.687894518	0.828939613	105831	APC/C:Cdc20 mediated degradation of mitotic proteins	290
1.472765723	1.472765723	1.472765723	-0.507290372	-0.507290372	0.680743285	0.822080303	105829	Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	288
1.466734952	-2.045421217	-2.045421217	0.296016229	1.466734952	-0.17227126	2.66430732	198901	SIDS Susceptibility Pathways	1400
1.460709168	1.460709168	-0.50790157	1.460709168	1.460709168	1.06698702	2.312248868	137916	Regulation of retinoblastoma protein	837
1.458737145	-0.512396082	-0.512396082	-0.512396082	-0.512396082	-0.118169437	0.100554207	198868	AMPK signaling	1367
1.447409487	-0.511196043	-0.511196043	-2.469801574	-0.511196043	-0.511196043	0.477546789	137933	IL4-mediated signaling events	854
1.409947996	-0.515027082	-0.515027082	-0.515027082	1.409947996	0.254962949	0.271579128	842771	Inflammatory bowel disease (IBD)	1930
1.391859282	-2.429567808	-0.518854263	-0.518854263	3.302572826	0.245431155	3.006543807	83042	PPAR signaling pathway	81
1.38921704	-0.52800217	-0.52800217	-0.52800217	1.38921704	0.238885514	0.284084361	105979	Nuclear Receptor transcription pathway	386
1.351413929	-0.533140427	-0.533140427	-0.533140427	1.351413929	0.220681315	0.276758921	137997	Signaling events mediated by HDAC Class I	912
1.340181122	-0.538401892	-0.538401892	-0.538401892	-0.538401892	-0.162685289	0.112613331	198805	G1 to S cell cycle control	1307
1.320007266	-0.543225518	-0.543225518	-0.543225518	-0.543225518	-0.170578961	0.114946823	83086	Long-term depression	125
1.280746339	1.280746339	1.280746339	-0.548107493	-0.548107493	0.549204806	0.631132941	105826	Regulation of APC/C activators between G1/S and early anaphase	285
1.259857769	-2.359643112	-4.169393553	1.259857769	1.259857769	-0.549892671	19.6735969	83055	p53 signaling pathway	94
1.190943527	-0.570937569	-0.570937569	-0.570937569	-0.570937569	-0.21856135	0.126545194	198788	DNA damage response	1291
1.185213566	-2.324450533	-0.569618483	-0.569618483	1.185213566	-0.218652073	1.059452968	205243	Transcriptional Regulation of White Adipocyte Differentiation	1425
1.167796677	2.910906875	1.167796677	-0.575313521	-0.575313521	0.819174637	1.313929138	105825	APC/C-mediated degradation of cell cycle proteins	284
1.167796677	2.910906875	1.167796677	-0.575313521	-0.575313521	0.819174637	1.313929138	160944	Regulation of mitotic cell cycle	1053
1.12532527	-0.588672552	-0.588672552	-2.302670374	-2.302670374	-0.931472117	2.067707921	119304	Progesterone-mediated oocyte maturation	772
1.05250259	-0.605765237	1.05250259	-0.605765237	-0.605765237	0.057541894	0.246240445	169351	Validated targets of C-MYC transcriptional activation	1167
1.048963944	-0.610657833	1.048963944	-0.610657833	-0.610657833	0.053190878	0.250561833	477133	Meiosis	1529
1.033687396	-0.605915104	-0.605915104	-0.605915104	-0.605915104	-0.277994604	0.139327336	645290	MHC class II antigen presentation	1683
0.991724041	0.991724041	-0.62741725	2.610865332	0.991724041	0.991724041	1.597767014	138014	Glucocorticoid receptor regulatory network	928
0.988855186	0.988855186	-0.623496332	-0.623496332	-0.623496332	0.021444275	0.237010234	105837	DNA Repair	296
0.988190356	-0.632059449	-0.632059449	-0.632059449	0.988190356	0.016040473	0.246578386	198862	TCR Signaling Pathway	1362
0.987093485	-0.622516764	-0.622516764	-0.622516764	-0.622516764	-0.300594714	0.148239004	672448	Alzheimers Disease	1734
0.980852892	0.980852892	0.980852892	0.980852892	-0.628289741	0.659024366	0.581534489	83122	Systemic lupus erythematosus	161
0.932004447	0.932004447	0.932004447	0.932004447	0.932004447	0.932004447	0.703217909	941402	Chromatin organization	2006
0.932004447	0.932004447	0.932004447	0.932004447	0.932004447	0.932004447	0.703217909	941403	Chromatin modifying enzymes	2007
0.932004447	0.932004447	0.932004447	0.932004447	0.932004447	0.932004447	0.703217909	941404	HATs acetylate histones	2008
0.923736725	-0.646442988	0.923736725	0.923736725	2.493916437	0.923736725	1.270740163	137963	Regulation of nuclear SMAD2/3 signaling	883
0.903122029	-0.649834775	-0.649834775	-0.649834775	-0.649834775	-0.339243414	0.161049072	698773	Circadian entrainment	1783
0.861627488	0.861627488	-0.666351742	-0.666351742	-0.666351742	-0.05516005	0.219659354	105769	G1/S Transition	241
0.859021244	-0.663526158	0.859021244	0.859021244	-0.663526158	0.250002283	0.279079419	198797	Apoptosis	1299
0.812398664	0.812398664	0.812398664	-0.675374734	-0.675374734	0.217289305	0.244566643	105739	Cell Cycle Checkpoints	224
0.805353842	0.805353842	0.805353842	-2.166705728	-2.166705728	-0.383469986	2.452223598	126909	Oocyte meiosis	827
0.79256856	-0.680333429	-0.680333429	-0.680333429	-0.680333429	-0.385753031	0.169794682	187193	Ion channel transport	1225
0.775282253	-0.69000267	0.775282253	3.705852099	-0.69000267	0.775282253	1.060496673	161003	L1CAM interactions	1096
0.753637642	-0.698178274	0.753637642	-0.698178274	-0.698178274	-0.117451908	0.193296573	105813	Mitotic Prophase	274
0.724361417	-0.707041443	-2.138444303	0.724361417	3.587167137	0.438080845	2.845804393	530749	PPARA Activates Gene Expression	1555
0.696053517	-0.716966209	-2.129985934	0.696053517	3.522092968	0.413449572	2.605922539	119544	Regulation of Lipid Metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	796
0.608973368	-0.749432539	0.608973368	0.608973368	1.967379276	0.608973368	0.332977999	585563	Alcoholism	1656
0.545001188	-0.769046282	-2.083093752	-2.083093752	-2.083093752	-1.29466527	3.788579241	921162	FoxO signaling pathway	1997
0.528332708	-0.774583958	-0.774583958	-0.774583958	1.831249374	0.007166042	0.449635385	193147	Osteoclast differentiation	1256
0.519910802	-2.076397822	-2.076397822	0.519910802	1.818065114	-0.258981785	2.118791609	198832	Adipogenesis	1333
0.480359604	-2.063917959	-0.791779178	-0.791779178	-0.791779178	-0.791779178	0.492120138	83097	Alzheimer"s disease	136
0.448201987	-2.046313036	-0.799055525	-0.799055525	0.448201987	-0.549604022	0.262466296	83100	Huntington"s disease	139
0.411281	0.411281	4.103763413	0.411281	-2.050373943	0.657446494	0.585371169	198906	Calcium Regulation in the Cardiac Cell	1404
0.329021354	-3.206941614	3.864984322	0.329021354	-4.385595937	-0.613902104	5.884581425	198759	Myometrial Relaxation and Contraction Pathways	1263
0.326359464	-0.85889372	-2.044146905	0.326359464	2.696865834	0.089308827	0.504316637	160977	Fatty acid, triacylglycerol, and ketone body metabolism	1080
0.275118374	1.424077966	0.275118374	-0.873841217	-0.873841217	0.045326456	0.082307235	366162	Antigen processing: Ubiquitination & Proteasome degradation	1439
0.219121738	-0.899988261	-0.899988261	0.219121738	-0.899988261	-0.452344261	0.035001081	83050	Calcium signaling pathway	89
0.2007987	-3.131959807	0.2007987	1.311718202	2.422637704	0.2007987	0.401297996	523016	Transcriptional misregulation in cancer	1536
0.07308763	-2.010665189	-2.010665189	-2.010665189	-3.052541598	-1.802289907	1.813530015	711360	Integrated Pancreatic Cancer Pathway	1787
0.033993816	1.060997311	0.033993816	-0.993009679	-0.993009679	-0.171406883	0.001208985	366161	Class I MHC mediated antigen processing & presentation	1438
0	0	0	0	0	0	0	106070	Fusion and Uncoating of the Influenza Virion	453
0	0	0	0	0	0	0	106071	Fusion of the Influenza Virion to the Host Cell Endosome	454
0	0	0	0	0	0	0	106072	Uncoating of the Influenza Virion	455
0	0	0	0	0	0	0	106086	Packaging of Eight RNA Segments	466
0	0	0	0	0	0	0	106087	Budding	467
0	0	0	0	0	0	0	106088	Release	468
-0.007071245	-0.007071245	-0.007071245	-0.007071245	-0.007071245	-0.007071245	1.76799E-11	106081	Viral RNP Complexes in the Host Cell Nucleus	462
-0.049558221	-0.049558221	-0.049558221	-0.049558221	-0.049558221	-0.049558221	2.98936E-07	645269	Response of Mtb to phagocytosis	1670
-0.049558221	-0.049558221	-0.049558221	-0.049558221	-0.049558221	-0.049558221	2.98936E-07	645273	Mtb iron assimilation by chelation	1671
-0.076928629	-0.076928629	0.895006043	-1.048863301	-0.076928629	-0.076928629	0.000427375	373901	HTLV-I infection	1461
-0.077039059	-0.077039059	-0.077039059	-0.077039059	-0.077039059	-0.077039059	2.71366E-06	833798	Sperm Motility And Taxes	1896
-0.081820038	-0.081820038	-0.081820038	-0.081820038	-0.081820038	-0.081820038	3.66689E-06	105731	Conjugation of benzoate with glycine	220
-0.086929138	-0.086929138	-0.086929138	-0.086929138	-0.086929138	-0.086929138	4.96394E-06	161023	Free fatty acid receptors	1112
-0.095570662	-0.095570662	-0.095570662	-0.095570662	-0.095570662	-0.095570662	7.97302E-06	576257	IRF3 mediated activation of type 1 IFN	1632
-0.097156135	-0.097156135	-0.097156135	-0.097156135	-0.097156135	-0.097156135	8.65668E-06	106151	Pregnenolone biosynthesis	497
-0.099232169	-0.099232169	-0.099232169	-0.099232169	-0.099232169	-0.099232169	9.62193E-06	161068	Zinc efflux and compartmentalization by the SLC30 family	1150
-0.101010153	-0.101010153	-0.101010153	-0.101010153	-0.101010153	-0.101010153	1.05154E-05	730342	Phosphate bond hydrolysis by NUDT proteins	1818
-0.102015656	-0.102015656	-0.102015656	-0.102015656	-0.102015656	-0.102015656	1.10493E-05	771586	The retinoid cycle in cones (daylight vision)	1853
-0.104261614	-0.104261614	-0.104261614	-0.104261614	-0.104261614	-0.104261614	1.23203E-05	106364	Muscarinic acetylcholine receptors	606
-0.104737475	-0.104737475	-0.104737475	-0.104737475	-0.104737475	-0.104737475	1.26041E-05	545331	inositol pyrophosphates biosynthesis	1605
-0.10570462	-0.10570462	-0.10570462	-0.10570462	-0.10570462	-0.10570462	1.31968E-05	920973	Influenza A virus infection	1988
-0.105950451	-0.105950451	-0.105950451	-0.105950451	-0.105950451	-0.105950451	1.3351E-05	366169	The IPAF inflammasome	1445
-0.10716242	-0.10716242	-0.10716242	-0.10716242	-0.10716242	-0.10716242	1.41323E-05	105733	Conjugation of salicylate with glycine	221
-0.108808873	-0.108808873	-0.108808873	-0.108808873	-0.108808873	-0.108808873	1.52518E-05	106069	Entry of Influenza Virion into Host Cell via Endocytosis	452
-0.109055375	-0.109055375	-0.109055375	-0.109055375	-0.109055375	-0.109055375	1.54254E-05	545311	palmitate biosynthesis I (animals)	1595
-0.109278342	-0.109278342	-0.109278342	-0.109278342	-0.109278342	-0.109278342	1.55837E-05	576278	Post-transcriptional Silencing By Small RNAs	1653
-0.109523744	-0.109523744	-0.109523744	-0.109523744	8.979583638	1.708297732	0.00129208	106197	Digestion of dietary carbohydrate	522
-0.11252292	-0.11252292	-0.11252292	-0.11252292	-0.11252292	-0.11252292	1.80387E-05	106412	Activation of C3 and C5	644
-0.112967196	-0.112967196	-0.112967196	-0.112967196	-0.112967196	-0.112967196	1.83976E-05	645322	Hydrolysis of LPC	1711
-0.11342028	-0.11342028	-0.11342028	-0.11342028	-0.11342028	-0.11342028	1.87695E-05	119565	Sodium-coupled phosphate cotransporters	817
-0.113447375	-0.113447375	-0.113447375	-0.113447375	8.613273748	1.63189685	0.001426744	105708	Vitamins	209
-0.116324511	-0.116324511	-0.116324511	-0.116324511	-0.116324511	-0.116324511	2.12989E-05	106083	Virus Assembly and Release	464
-0.116324511	-0.116324511	-0.116324511	-0.116324511	-0.116324511	-0.116324511	2.12989E-05	106084	Assembly of Viral Components at the Budding Site	465
-0.116349737	-0.116349737	-0.116349737	-0.116349737	-0.116349737	-0.116349737	2.1322E-05	545307	sphingomyelin metabolism/ceramide salvage	1591
-0.116545074	-0.116545074	-0.116545074	-0.116545074	-0.116545074	-0.116545074	2.15015E-05	105994	Autointegration results in viral DNA circles	400
-0.116545074	-0.116545074	-0.116545074	-0.116545074	-0.116545074	-0.116545074	2.15015E-05	205240	Integration of viral DNA into host genomic DNA	1423
-0.116981811	-0.116981811	-0.116981811	-0.116981811	-0.116981811	-0.116981811	2.19074E-05	142205	UDP-N-acetyl-D-galactosamine biosynthesis II	995
-0.117432733	-0.117432733	-0.117432733	-0.117432733	-0.117432733	-0.117432733	2.23329E-05	105729	Amino Acid conjugation	218
-0.117432733	-0.117432733	-0.117432733	-0.117432733	-0.117432733	-0.117432733	2.23329E-05	105730	Conjugation of carboxylic acids	219
-0.119170635	-0.119170635	-0.119170635	-0.119170635	-0.119170635	-0.119170635	2.40351E-05	106362	Orexin and neuropeptides FF and QRFP bind to their respective receptors	604
-0.120671918	-0.120671918	-0.120671918	-0.120671918	-0.120671918	-0.120671918	2.55877E-05	105987	Uncoating of the HIV Virion	394
-0.120671918	-0.120671918	-0.120671918	-0.120671918	-0.120671918	-0.120671918	2.55877E-05	105988	Reverse Transcription of HIV RNA	395
-0.120671918	-0.120671918	-0.120671918	-0.120671918	-0.120671918	-0.120671918	2.55877E-05	105989	Minus-strand DNA synthesis	396
-0.120671918	-0.120671918	-0.120671918	-0.120671918	-0.120671918	-0.120671918	2.55877E-05	105990	Plus-strand DNA synthesis	397
-0.120671918	-0.120671918	-0.120671918	-0.120671918	-0.120671918	-0.120671918	2.55877E-05	119575	Inositol transporters	821
-0.121097635	-0.121097635	-0.121097635	-0.121097635	-0.121097635	-0.121097635	2.60422E-05	413397	Coenzyme A biosynthesis, pantothenate => CoA	1500
-0.121309965	-0.121309965	-0.121309965	-0.121309965	-0.121309965	-0.121309965	2.62714E-05	782393	CMP phosphorylation	1878
-0.121521946	-0.121521946	-0.121521946	-0.121521946	-0.121521946	-0.121521946	2.65017E-05	782401	pyrimidine deoxyribonucleosides degradation	1883
-0.121818651	-0.121818651	-0.121818651	-0.121818651	-0.121818651	-0.121818651	2.68268E-05	413395	C21-Steroid hormone biosynthesis, progesterone => cortisol/cortisone	1499
-0.122590177	-0.122590177	-0.122590177	-0.122590177	-0.122590177	-0.122590177	2.76872E-05	119569	Organic anion transporters	818
-0.123823179	-0.123823179	-0.123823179	-0.123823179	-0.123823179	-0.123823179	2.91078E-05	142133	arginine biosynthesis IV	990
-0.124039128	-0.124039128	-0.124039128	-0.124039128	-0.124039128	-0.124039128	2.93625E-05	142279	adenosine nucleotides degradation	1012
-0.124039128	-0.124039128	-0.124039128	-0.124039128	-0.124039128	-0.124039128	2.93625E-05	730336	Synthesis of 15-eicosatetraenoic acid derivatives	1813
-0.124259726	-0.124259726	-0.124259726	-0.124259726	-0.124259726	-0.124259726	2.96246E-05	161073	Organic cation transport	1154
-0.124443417	-0.124443417	-0.124443417	-0.124443417	-0.124443417	-0.124443417	2.98442E-05	730337	Synthesis of 12-eicosatetraenoic acid derivatives	1814
-0.125358503	-0.125358503	-0.125358503	-0.125358503	-0.125358503	-0.125358503	3.09577E-05	106411	Terminal pathway of complement	643
-0.125829352	-1.073339533	-2.020849713	-1.073339533	-0.125829352	-0.883837497	0.036861431	105938	Generic Transcription Pathway	353
-0.125947442	-0.125947442	-0.125947442	-0.125947442	-0.125947442	-0.125947442	3.16918E-05	106377	Opsins	615
-0.126966875	-0.126966875	-0.126966875	-0.126966875	-0.126966875	-0.126966875	3.29953E-05	413359	Creatine pathway	1478
-0.127119741	-0.127119741	-0.127119741	-0.127119741	-0.127119741	-0.127119741	3.31944E-05	83013	Vitamin B6 metabolism	60
-0.127322631	-0.127322631	-0.127322631	-0.127322631	-0.127322631	-0.127322631	3.34602E-05	106436	Activation of PKB	664
-0.127941466	-0.127941466	-0.127941466	-0.127941466	-0.127941466	-0.127941466	3.42812E-05	161010	Transport and synthesis of PAPS	1103
-0.128131186	-0.128131186	-0.128131186	-0.128131186	-0.128131186	-0.128131186	3.45362E-05	142262	phosphatidylethanolamine biosynthesis II	1005
-0.128526467	-0.128526467	-0.128526467	-0.128526467	-0.128526467	-0.128526467	3.50722E-05	106100	PKA-mediated phosphorylation of key metabolic factors	473
-0.129128103	-0.129128103	-0.129128103	-0.129128103	-0.129128103	-0.129128103	3.59008E-05	106447	p75NTR negatively regulates cell cycle via SC1	673
-0.129362733	-0.129362733	-0.129362733	-0.129362733	-0.129362733	-0.129362733	3.62281E-05	142227	glutathione redox reactions I	999
-0.130753459	-0.130753459	-0.130753459	-0.130753459	-0.130753459	-0.130753459	3.82178E-05	187207	Molybdenum cofactor biosynthesis	1238
-0.13111493	-0.13111493	-0.13111493	-0.13111493	-0.13111493	-0.13111493	3.8749E-05	545273	glycoaminoglycan-protein linkage region biosynthesis	1577
-0.131121746	-0.131121746	-0.131121746	-0.131121746	-0.131121746	-0.131121746	3.87591E-05	366231	Tandem pore domain potassium channels	1453
-0.131148286	-0.131148286	-0.131148286	-0.131148286	-0.131148286	-0.131148286	3.87983E-05	413386	Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE	1494
-0.131712252	-0.131712252	-0.131712252	-0.131712252	-0.131712252	-0.131712252	3.96397E-05	119562	Sodium/Proton exchangers	814
-0.132814251	-0.132814251	7.204989683	-0.132814251	7.204989683	2.802307323	0.121618813	160956	Vitamin D (calciferol) metabolism	1063
-0.132885933	-0.132885933	-0.132885933	-7.704733969	-0.132885933	-1.64725554	0.002402557	771582	Retinoid cycle disease events	1850
