30	79.8253985722654	84.100927	80.510859	67.982485	52.5164275	40.027765	33.6942145	38.881337
100	59.6030032288162	61.1930195	50.957852	60.9619595	51.4513775	37.35944	33.099119	37.466258
300	43.7874026449694	45.750215	48.7620215	53.626526	47.654618	38.7538	37.050651	37.018694
1000	44.8563011959462	41.69607	42.5067025	39.422773	33.877053	26.204	28.7039805	28.90398
3000	22.3726479113465	19.4653145	19.46013	20.601397	15.909691	14.925575	14.516495	15.127454
10000	8.81160606960872	9.3548615	8.912207	7.7047575	9.8753225	7.748415	7.3627285	8.080589
Drug1:	Y-134							
Drug2:	Gemcitabine							
Cell:	PANC-1							
ConcUnit:	nM							
	0	1	3	10	30	100	300	1000
0	100	104.711323333333	104.33337	83.7360566666667	75.56957	58.0698766666667	55.7681166666667	57.26054
100	93.2366808319081	105.15708	98.8984966666667	74.2397266666667	72.1055533333333	47.0185333333333	49.3426966666667	51.9316666666667
300	91.9265156874173	99.4007233333333	88.2323	73.4907933333333	68.4518566666667	49.6897266666667	50.1633233333333	44.7155166666667
1000	83.8713617087708	97.9554433333333	84.99887	78.30314	67.90537	42.7609566666667	49.6805966666667	47.1036066666667
3000	82.8847940689523	93.0330666666667	82.6403466666667	67.38912	63.8762033333333	39.9702866666667	40.0084233333333	46.9953533333333
5000	71.5830048899599	79.2787733333333	81.65584	65.6288733333333	62.6072733333333	44.8904766666667	44.8844366666667	41.72555
7500	70.2609753577503	82.3599	74.6868866666667	63.9678166666667	61.14111	42.3788366666667	37.39032	43.6791566666667
10000	60.6093275842605	78.01649	66.1489666666667	60.7014933333333	59.8869533333333	42.6214566666667	38.9265233333333	45.3776933333333
Drug1:	RS-17053							
Drug2:	Gemcitabine							
Cell:	PANC-1							
ConcUnit:	nM							
	0	1	3	10	30	100	300	1000
0	100	96.7491975	84.654752	70.341594	58.4182805	40.704704	37.131703	39.889089
300	92.8840385160078	99.050891	93.411394	77.1445175	73.452893	55.9649955	53.226372	51.4723295
1000	87.1284541397891	90.1962665	82.083216	73.13226	51.708344	43.7329465	36.711875	39.6872185
2000	81.3155184148925	78.1279025	74.5030375	69.3909755	50.5695525	38.7227485	35.7611265	36.5951475
3000	65.3884520187929	64.837477	62.255545	59.424141	43.587044	33.772594	32.8802295	32.6857175
5000	34.6824087644009	18.073601	21.746028	20.839166	15.364647	11.5162635	14.0678485	9.807771
7500	4.00286545253712	3.700656	3.1178345	3.2928525	2.9179365	2.546097	2.968081	2.994038
10000	4.11627777499394	3.7832035	3.1720145	3.1687075	2.640897	2.4468925	2.7405445	2.8596705
Drug1:	Digoxin							
Drug2:	Gemcitabine							
Cell:	PANC-1							
ConcUnit:	nM							
	0	1	3	10	30	100	300	1000
0	100	103.501486	98.983819	85.4526605	72.657328	55.692005	56.21835	53.221895
1	97.9144835802583	111.1697385	110.6764915	94.8690145	77.9506915	59.760629	58.93078	59.48564
3	101.764731032192	103.2009175	101.567237	79.7757265	68.006896	54.3477045	52.17263	53.998565
10	86.3108612780944	82.7655715	83.545902	72.8546775	61.819906	51.5634875	44.676635	45.77913
15	86.2223800268824	76.1675315	76.4278395	67.5833775	57.570754	52.3414405	45.51821	44.14647
30	52.3753389404704	45.960484	51.464198	50.066807	46.702135	41.127587	38.92465	42.552755
50	28.4980296491292	21.7783	29.3529585	27.0689595	27.96584	23.373683	28.30283	24.010035
100	11.8814407550142	11.656239	10.7827425	8.8139395	11.8694185	8.505986	10.680495	11.999215
Drug1:	Medroxyprogesterone							
Drug2:	Gemcitabine							
Cell:	PANC-1							
ConcUnit:	nM							
	0	1	3	10	30	100	300	1000
0	100	88.44735	82.42128	74.294465	64.39374	63.77377	44.018355	61.798215
10	83.5514976983545	85.93791	80.39201	74.390095	61.70908	65.37501	47.589985	57.47894
30	83.4835577188025	98.954125	76.417815	68.501455	59.65932	58.37417	41.4016	57.54722
100	86.4364420878635	87.656505	81.32851	61.56691	55.35862	60.58949	41.47622	53.95907
300	85.2259606574497	92.26944	81.919745	63.581075	53.35823	58.564195	38.266315	56.46854
1000	87.1521483585598	92.072475	81.93303	67.50107	58.585525	52.609335	38.57673	51.243775
3000	84.6029540417171	94.36164	86.53684	72.01645	66.969705	59.95312	38.24963	58.69006
10000	84.1937904766895	94.885585	83.753555	70.47265	59.99153	61.10417	36.596845	57.930415
Drug1:	Phloretin							
Drug2:	Gemcitabine							
Cell:	PANC-1							
ConcUnit:	nM							
	0	1	3	10	30	100	300	1000
0	100	102.332835	96.54446	75.590255	66.57213	63.93466	62.265065	67.89676
10	100.732443431132	100.5909	95.6622	79.25988	73.387735	66.929515	64.845005	71.331195
30	99.005122808744	97.83993	92.26897	67.31423	60.984765	62.684405	64.87129	64.7422
100	94.9088154597803	104.161835	94.409315	70.0753	65.65466	58.984075	67.772655	70.39233
300	97.0922150142351	101.412225	88.737835	68.912705	55.057755	57.798485	61.60176	67.03776
1000	99.1916907863916	100.140635	96.302235	69.99668	58.748885	63.780255	65.983795	66.777315
3000	99.8326312252059	98.10174	87.655105	71.793185	62.34566	66.20554	66.60718	66.163715
10000	100.485380386482	97.18094	98.248695	69.47743	55.50345	64.55959	71.945245	70.35261
Drug1:	Salmeterol							
Drug2:	Gemcitabine							
Cell:	PANC-1							
ConcUnit:	nM							
	0	1	3	10	30	100	300	1000
0	100	94.53117	89.17711	81.5393666666667	65.6069133333333	59.21773	51.2696066666667	58.50766
10	85.6971153945035	93.99472	87.0097533333333	77.09046	59.1872666666667	56.2395733333333	48.2777466666667	55.52076
30	88.5740103849435	88.3570133333333	79.3583066666667	77.8339033333333	60.65978	50.5028333333333	52.2641566666667	52.7854133333333
100	83.5460432762338	89.1709	85.3451933333333	71.5646066666667	57.8953	57.5844866666667	49.5053566666667	53.2275366666667
300	92.7609077877249	85.0341133333333	84.2337033333333	72.49893	58.7184866666667	56.13483	48.0463333333333	53.35113
1000	88.6517494975879	88.74739	87.0337933333333	74.17416	62.3049833333333	55.7694266666667	52.15814	53.3841166666667
3000	73.9857333949089	86.64583	84.0391966666667	71.4857066666667	61.65802	56.20857	51.4782166666667	56.33275
10000	72.8748647130316	69.1886366666667	69.5323	60.7372733333333	55.1441966666667	48.2199333333333	45.5369433333333	47.4213166666667
Drug1:	Saracatinib							
Drug2:	Gemcitabine							
Cell:	PANC-1							
ConcUnit:	nM							
	0	1	3	10	30	100	300	1000
0	100	107.213666666667	107.63627	89.96112	75.94617	58.7590066666667	53.3261333333333	61.15271
10	101.140268791267	106.20645	106.365613333333	77.7872666666667	66.8480533333333	50.7136333333333	52.9654466666667	61.0685233333333
30	91.0978042545139	104.543176666667	98.42559	78.9302433333333	65.23933	50.6972866666667	45.1905833333333	40.86934
100	96.8885140901155	106.675393333333	91.54052	77.5139	67.4467933333333	46.0233933333333	48.4865866666667	49.4041233333333
300	90.3827653374055	93.4187633333333	88.8061566666667	70.5762833333333	55.8099433333333	36.3580166666667	40.4436766666667	49.62007
1000	84.3258955723877	94.6642233333333	87.10478	71.42516	54.3061566666667	42.8869933333333	41.0290933333333	45.3896433333333
3000	80.5384762895016	97.0060566666667	82.1726833333333	65.2872	49.0936533333333	38.3591366666667	32.70179	47.0445633333333
10000	64.558243377554	91.7940866666667	70.8160166666667	57.5237833333333	43.5593133333333	28.8165033333333	36.7560833333333	42.9752633333333
Drug1:	Scriptaid							
Drug2:	Gemcitabine							
Cell:	PANC-1							
ConcUnit:	nM							
	0	1	3	10	30	100	300	1000
0	100	90.55777	96.81713	83.13889	75.976345	60.018485	50.69008	55.2371355
10	87.2071629088406	93.45946	100.13648	88.14617	77.214975	67.17203	58.606405	59.2023335
30	93.4330424206356	92.158655	90.1959	74.95395	66.595185	52.209415	43.63906	51.434438
100	88.0168967265525	84.119915	87.525205	71.44897	58.784735	55.14035	45.317485	42.88869
300	82.4527950457937	79.02503	79.65027	72.215535	60.07393	51.756855	41.43651	41.2535875
1000	72.2110745613477	76.556805	78.154005	72.714575	56.599085	51.625325	46.806105	44.9104275
3000	62.3759532232676	63.297885	61.59773	52.889255	41.432595	34.153985	30.231215	29.730377
10000	25.8494342573422	33.90414	26.18294	23.22428	18.795225	13.7981	12.51806	9.7577565
Drug1:	Leelamine							
Drug2:	Gemcitabine							
Cell:	PANC-1							
ConcUnit:	nM							
	0	1	3	10	30	100	300	1000
0	100	89.7657066666667	92.34282	75.5697666666667	71.49325	62.7481966666667	45.8600943333333	58.94281
300	74.9243017689991	92.4475833333333	89.25802	74.9672833333333	62.8757733333333	59.62468	43.4064953333333	57.9757833333333
1000	75.1247612761824	90.63178	89.6444533333333	73.9720533333333	66.0377133333333	58.6903233333333	41.5905593333333	58.9653333333333
3000	75.6291865758915	87.8221266666667	81.7072033333333	68.2944766666667	60.7114633333333	51.5583366666667	41.702685	57.0636566666667
5000	71.5671558728799	88.76484	80.6535766666667	66.1650766666667	61.3514066666667	55.09589	38.1020846666667	56.4947433333333
7000	64.6061277554607	82.0206833333333	79.89088	67.39454	60.6150066666667	50.8906133333333	35.7950313333333	49.0252933333333
8500	36.1774845677265	26.2799233333333	28.5262133333333	24.27868	27.1189666666667	22.0480466666667	6.30797266666667	18.7388466666667
10000	35.3274766396349	48.1082566666667	49.4784533333333	37.5430966666667	36.3907566666667	32.6997766666667	9.371417	31.1589066666667
Drug1:	Actinomycin D							
Drug2:	Gemcitabine							
Cell:	PANC-1							
ConcUnit:	nM							
	0	1	3	10	30	100	300	1000
0	100	94.44531	91.2055255	83.41775	73.578095	61.68281	51.135125	58.89234
0.10000000000000001	84.7632958925857	96.636435	101.628808	79.353435	74.4994	59.22714	58.043348	60.834125
0.29999999999999999	90.4434493386497	87.94106	78.9332325	69.960435	56.37925	47.788465	45.314326	55.780205
1	56.5140492954562	54.23258	46.470124	41.75797	41.33431	36.51115	34.8983095	38.065705
3	33.5662020518269	38.42513	32.497981	34.97745	32.24435	31.031185	25.4639845	31.50411
10	18.4608801275787	18.398545	18.7609365	18.40112	15.17603	14.969155	15.6027925	17.4927
15	16.1580495060741	12.227505	12.565197	12.02952	10.79609	11.254645	9.3778675	11.552415
30	10.0780815756746	15.52801	11.275507	13.87567	12.687505	14.13124	11.4188705	13.167215
Drug1:	L-168,049							
Drug2:	Gemcitabine							
Cell:	PANC-1							
ConcUnit:	nM							
	0	1	3	10	30	100	300	1000
0	100	93.6703466666667	97.3185466666667	78.4835	67.96533	33.6239333333333	50.5667433333333	46.42636
10	88.902017302371	94.3821633333333	88.57515	71.0900866666667	57.5448866666667	33.5777833333333	48.63986	41.3428233333333
30	90.4373552333996	91.2818366666667	92.3545933333333	71.2221933333333	58.6569166666667	32.0922666666667	49.3938766666667	47.1924466666667
100	86.1959982595029	92.2273733333333	96.17662	75.3580633333333	61.6218866666667	40.31613	49.98945	48.2122866666667
300	93.8211548157005	100.673543333333	102.228566666667	82.5470666666667	71.06461	41.0066533333333	53.6627766666667	60.4452933333333
1000	81.2201481093842	91.02559	94.5130066666667	74.6226766666667	59.17259	33.0284566666667	48.5330266666667	52.59477
3000	71.0203514946342	80.1686866666667	88.8909966666667	71.0891633333333	56.88374	32.8488533333333	42.6993	48.44143
10000	59.6326382692105	59.0929633333333	66.5215566666667	55.0203266666667	52.10593	28.02802	41.0465166666667	42.1635266666667
Drug1:	Triclosan							
Drug2:	Gemcitabine							
Cell:	PANC-1							
ConcUnit:	nM							
	0	1	3	10	30	100	300	1000
0	100	106.763863333333	108.63218	89.04352	75.9234266666667	66.43247	63.87414	65.4994933333333
10	90.6510614969309	105.29189	110.38334	83.9715466666667	78.0371433333333	64.8515333333333	58.05794	58.5710966666667
30	93.9297698731174	104.23721	109.774746666667	83.92397	72.4928633333333	62.0574033333333	58.29784	62.61127
100	98.1769190101096	94.81219	97.5195233333333	77.5948366666667	69.28572	57.2084266666667	53.0419466666667	60.5866333333333
300	93.4676834128681	101.92582	100.83775	75.7767733333333	72.8914666666667	55.81595	58.39485	56.0907166666667
1000	89.9503985548561	99.89259	98.31391	78.4712766666667	70.7031433333333	55.04781	59.00532	58.30989
3000	93.3079427070102	102.3045	105.400653333333	81.8581566666667	69.21492	59.1257566666667	59.3610533333333	55.8351933333333
10000	94.5539667355855	92.9091733333333	99.2671666666667	75.9661633333333	68.5359233333333	55.7775833333333	60.7599733333333	61.6019433333333
Drug1:	TW-37							
Drug2:	Gemcitabine							
Cell:	PANC-1							
ConcUnit:	nM							
	0	1	3	10	30	100	300	1000
0	100	91.010925	96.380325	78.26601	59.34165	49.5312	52.52229	55.676275
100	94.6770710341323	105.87552	92.37278	79.825825	52.86409	46.93478	50.8988	51.13414
300	87.8178521813446	87.89766	76.27727	68.29028	57.31574	46.1766	42.807145	52.78686
500	72.1809448528313	67.469855	64.02854	60.192115	45.828775	37.258245	39.81593	41.863375
1000	50.54604133892	31.96123	32.754525	34.00446	24.97742	21.66479	26.69799	25.186835
1500	29.521416176447	28.921305	25.70257	29.168365	27.209465	22.16776	26.488055	24.44839
3000	24.3197350953031	32.31547	36.122235	34.078555	32.116115	27.68801	32.12726	34.045655
10000	20.3728360000183	19.83201	19.85477	19.99567	19.34325	19.11763	18.909415	21.710415
Drug1:	Maprotiline							
Drug2:	Gemcitabine							
Cell:	PANC-1							
ConcUnit:	nM							
	0	1	3	10	30	100	300	1000
0	100	94.545845	80.431025	84.006705	76.483255	68.763995	68.98255	67.69225
10	96.2255453377046	96.395525	81.33291	81.376695	78.16196	66.249725	72.03551	74.397185
30	97.2090210700117	104.281475	77.518405	72.6949	69.69411	67.220065	70.1876	73.186395
100	91.4850128727385	102.3983	73.489265	69.46546	64.789935	65.34907	65.35405	71.529685
300	92.0177128861196	100.588155	78.36494	71.554375	73.773745	67.46786	65.540365	70.01041
1000	96.2883288297466	99.499655	76.781585	73.8237	70.398915	68.391885	66.040055	69.05585
3000	86.33172906486	93.213835	76.395095	70.904975	70.100135	66.48573	67.561885	70.34949
10000	80.92409669206	84.09419	68.22533	61.24509	63.57437	63.51106	62.79452	60.413615
Drug1:	Dibenzazepine							
Drug2:	Gemcitabine							
Cell:	PANC-1							
ConcUnit:	nM							
	0	1	3	10	30	100	300	1000
0	100	97.457998	85.118165	69.8169435	62.4576155	58.478737	54.933076	52.202034
10	105.395019973694	94.0120265	83.9528685	76.885888	62.8754	50.995866	50.2472335	47.44477
30	93.7883972947257	89.9467975	78.856967	66.4967835	52.853427	49.987746	46.2752825	49.6380025
100	92.7263291480602	84.709395	69.7238915	62.611695	46.211079	44.2981665	42.2615185	41.0743515
300	71.5578948576251	73.6731935	59.207964	46.2201655	33.8656585	34.42389	32.746282	32.159155
1000	40.9771672920663	29.5945045	33.882744	31.65532	23.5047975	23.9257365	24.57639	23.604286
3000	36.5566748454102	37.547979	34.483186	35.803419	28.2544975	29.2352895	31.054498	23.7391455
10000	7.37342795978452	6.375436	5.595733	4.831563	4.826543	5.235884	4.642043	4.309972
Drug1:	Ursolic acid							
Drug2:	Gemcitabine							
Cell:	PANC-1							
ConcUnit:	nM							
	0	1	3	10	30	100	300	1000
0	100	95.6292333333333	85.82985	76.11469	64.15635	48.2117033333333	47.36372	47.8126866666667
10	78.6767851277189	95.4423033333333	86.43065	71.24356	57.2207733333333	43.77887	44.3811633333333	48.20531
30	78.4695057863661	102.040843333333	79.2274433333333	74.98521	58.11803	42.89052	40.90559	53.3699133333333
100	74.7956102037367	99.7545233333333	82.98086	73.2241633333333	56.18055	48.0972366666667	45.3945533333333	43.31737
300	71.0942813804812	89.8313666666667	74.97688	68.1047533333333	48.8368166666667	37.5985533333333	36.3045533333333	46.1895666666667
1000	78.5784493136923	101.100696666667	85.8273833333333	74.4292566666667	63.1931	50.5287133333333	43.5193066666667	55.3180366666667
3000	65.2172696256713	91.1761033333333	76.98717	64.4022366666667	52.13454	35.97713	33.37196	45.69732
10000	71.2793323468677	89.6791833333333	86.96669	70.5897133333333	55.01286	43.4477533333333	34.5382533333333	43.64801
Drug1:	Semagacestat							
Drug2:	Gemcitabine							
Cell:	PANC-1							
ConcUnit:	nM							
	0	1	3	10	30	100	300	1000
0	100	92.19155	88.09543	78.37207	63.74142	53.827805	53.3882	64.268665
10	89.832820920359	98.115295	83.4543	71.87798	60.75981	51.98682	68.179815	63.26413
30	88.0810803099545	93.319795	79.044735	77.21272	59.71337	51.20123	48.45343	63.004425
100	90.8601255592442	88.233255	79.233045	65.75068	54.2472	48.513895	48.91573	56.31415
300	85.1463829599258	86.294875	74.211375	65.00538	59.255945	47.91781	50.577345	55.052595
1000	88.1888406109642	85.491375	77.748635	64.563615	59.32906	50.35471	49.14495	58.046255
3000	90.9261989515148	92.72435	84.83458	68.692775	56.522575	48.45505	49.569355	58.41554
10000	83.3459218464542	93.433765	87.894755	76.80966	60.48518	52.581805	54.77105	60.803255
Drug1:	Entinostat							
Drug2:	Gemcitabine							
Cell:	TB32048							
ConcUnit:	nM							
	0	0.10000000000000001	0.29999999999999999	1	3	10	30	100
0	100	94.7204116666667	94.786294	94.1832113333333	61.2062053333333	17.8240853333333	3.45831766666667	3.16393333333333
1000	86.4561333992086	94.6713646666667	93.138143	88.8106326666667	46.1754343333333	11.087387	2.95897066666667	3.00754233333333
5000	47.280140243074	51.873238	46.2156756666667	43.6831283333333	22.1005296666667	5.62151866666667	3.182209	3.509021
7000	27.7960227539744	34.0850226666667	33.2365233333333	30.553121	13.0716626666667	6.353367	3.829356	3.50476566666667
8500	31.0172489694098	33.2586833333333	28.598292	30.579471	10.394854	6.003408	3.775061	3.42589266666667
10000	21.2729747607762	22.858515	24.3677966666667	24.0217846666667	10.133631	4.39259033333333	3.28321066666667	3.71277033333333
15000	11.6474912172558	13.740186	15.967006	13.031946	7.45892266666667	3.72768066666667	2.81965166666667	2.88589266666667
20000	8.09801234296572	8.64745933333333	8.76659433333333	9.55722533333333	7.66637666666667	3.51222833333333	2.41330866666667	2.19289833333333
Drug1:	Entinostat							
Drug2:	Gemcitabine							
Cell:	K8484							
ConcUnit:	nM							
	0	0.10000000000000001	0.29999999999999999	1	2.5	5	7.5	10
0	100	93.5835366666667	94.45247	87.2993703333333	25.7820566666667	7.981563	7.05218266666667	7.00810433333333
10	91.3971085506826	95.57331	95.82435	86.4424966666667	24.379334	7.44321933333333	7.06559133333333	5.63521666666667
30	92.1882990117871	97.9077733333333	99.88423	90.9816053333333	21.5820503333333	7.418154	6.94106733333333	6.15504766666667
100	92.5371268175396	99.17393	101.442006666667	94.559867	18.526234	6.552866	6.58885466666667	6.154189
300	90.1148950106563	99.6092733333333	102.153836666667	89.171509	17.728823	4.97084333333333	5.78090833333333	5.490859
1000	82.9746961546251	92.0022066666667	91.79441	80.0276283333333	13.8734056666667	4.586429	5.30015666666667	4.96143133333333
3000	55.9145620340859	64.38737	59.2243966666667	44.9165376666667	9.22295166666667	3.41648166666667	3.49888166666667	3.612677
10000	10.7319961265178	19.6377866666667	14.94557	9.341899	4.168429	2.28793333333333	2.11765933333333	1.801613
Drug1:	Entinostat						
Drug2:	Gemcitabine						
Cell:	HPAF-II						
ConcUnit:	nM						
	0	0.10000000000000001	0.29999999999999999	1	3	30	100
0	100	91.3452466666667	93.8273166666667	98.1428066666667	89.23562	58.9383266666667	60.0015666666667
1000	72.0297128179097	84.43095	83.8010433333333	81.70282	73.4064766666667	57.1986366666667	55.2797733333333
5000	46.2520101790864	50.6490266666667	53.74165	53.58006	46.834	45.75325	45.28816
7000	51.1609528148343	54.12755	57.2385933333333	52.69434	44.31722	47.9101633333333	37.2921733333333
8500	40.6834629122977	37.73782	38.7526733333333	36.62875	36.6996466666667	32.7430133333333	34.6340866666667
10000	28.3386753503262	29.6016333333333	30.93793	26.56104	26.3828633333333	27.3012966666667	29.8359933333333
15000	18.8998068923789	21.6229566666667	22.98095	20.9228633333333	20.71799	21.42067	19.6753333333333
20000	15.646371920392	21.32217	22.58689	24.72607	24.1773566666667	18.10616	19.28403
Drug1:	Entinostat							
Drug2:	Gemcitabine							
Cell:	MIA PaCa-2							
ConcUnit:	nM							
	0	0.10000000000000001	0.29999999999999999	1	3	10	30	100
0	100	100.650926666667	99.2610066666667	99.38832	70.82031	18.411576	8.529075	7.98587533333333
1	96.0351601848075	100.47515	102.56	102.336913333333	68.73383	11.7535373333333	8.481944	5.993272
3	99.3867477726737	103.373416666667	102.50204	102.247503333333	70.41554	12.049872	5.09662633333333	5.79705333333333
10	99.0359269079775	102.90444	101.302283333333	102.355303333333	68.9148733333333	14.2981283333333	5.65738333333333	5.953818
30	96.7225440761834	100.489986666667	102.81108	99.5982533333333	66.5957433333333	12.3058116666667	5.36463066666667	8.14894933333333
100	93.4695088081527	99.8399633333333	97.0814366666667	98.6896466666667	58.46761	10.764415	4.78544966666667	4.98470666666667
300	87.295219642196	92.6181166666667	93.2278266666667	94.00173	47.39612	8.20151333333333	4.91069133333333	4.91611366666667
1000	52.5350393630186	56.1950266666667	62.2926933333333	64.3357166666667	25.26044	5.44855266666667	3.57451666666667	3.62336666666667
Drug1:	Palbociclib							
Drug2:	Gemcitabine							
Cell:	PANC-1							
ConcUnit:	nM							
	0	1	3	10	30	100	300	1000
0	100	108.14372	100.75382	81.3501666666667	73.8851133333333	68.5913733333333	64.8186233333333	61.07227
300	95.4045265763679	96.2784	91.47588	86.0355466666667	78.6400133333333	80.6572133333333	81.4055566666667	84.4647666666667
1000	92.8681003573813	92.4664533333333	82.6729466666667	77.84365	72.5289733333333	72.44166	75.51465	71.5377733333333
3000	80.7863404602532	79.3010933333333	74.0985866666667	67.7437	66.0848633333333	70.3395866666667	73.0081933333333	64.8692433333333
5000	74.5089760687627	70.1751133333333	62.2176433333333	62.0349033333333	61.69893	60.4857133333333	63.9439366666667	65.73903
7000	66.621543227331	54.2166366666667	54.0013066666667	47.9507933333333	50.61762	50.1753033333333	52.8891133333333	45.12733
8500	53.6156432714858	39.20151	34.0469333333333	38.2340466666667	39.5124266666667	45.15398	43.53236	42.77855
10000	52.3934738270139	28.34158	27.57272	27.4418833333333	32.4782533333333	33.5970233333333	39.3486633333333	29.0169366666667
Drug1:	STK525924							
Drug2:	Gemcitabine							
Cell:	PANC-1							
ConcUnit:	nM							
	0	1	3	10	30	100	300	1000
0	100	111.92393	106.47496	80.657295	73.216095	67.708335	67.832485	70.28581
100	118.51845015919	114.59569	103.477035	78.567535	71.7061	70.370765	79.578265	71.990015
300	112.633175440831	115.17184	93.37327	71.69458	58.97358	71.020455	66.55273	67.459035
1000	109.579348661784	113.95823	98.45046	70.111435	64.42987	67.393965	71.132385	70.18114
3000	98.6819119991163	108.429515	86.325115	66.297555	44.93349	51.74648	55.4112	51.21109
5000	113.82151294801	108.471705	80.9578	88.67522	51.779655	58.21025	57.43937	54.297025
7500	96.9214107733403	95.942075	73.057125	71.41453	52.66863	57.654205	55.651145	58.20846
10000	94.9536208123912	90.69075	79.81573	72.76832	56.53935	65.22504	59.74718	55.66375
Drug1:	BX-795							
Drug2:	Gemcitabine							
Cell:	PANC-1							
ConcUnit:	nM							
	0	1	3	10	30	100	300	1000
0	100	97.6959475	117.484235	86.914395	83.04963	65.91149	59.70751	63.372755
100	95.9004980197859	91.212873	78.00766	81.68099	64.58808	48.360315	47.74199	48.07122
300	86.7850511493167	76.853184	82.24297	65.720695	53.05774	41.66945	42.23486	44.270625
500	78.601669047945	79.6940215	82.75163	70.44854	65.046305	41.92736	41.641565	48.155865
1000	69.2151627516577	55.624431	69.539985	67.64041	60.42861	38.375865	34.257515	35.62488
1500	57.4830094697553	65.6041145	80.760405	61.60286	60.078155	32.367195	41.25531	36.762235
3000	38.6191546334609	35.293114	40.616555	53.29655	35.03577	31.45139	26.679275	35.8973
10000	28.9887121251607	18.7599705	27.483295	28.070985	30.986865	29.38646	16.91081	20.566845
Drug1:	Clofarabine							
Drug2:	Gemcitabine							
Cell:	PANC-1							
ConcUnit:	nM							
	0	1	3	10	30	100	300	1000
